optimizer,sgd
use_cutout,False
model_saved,./models_cutout/model_cutout_sgd_no_cutout
epochs,200
test_only,False
ckpt,./models_cutout/model_cutout_sgd_no_cutout_epoch_100
gpu,1
log,logs/resnet18_sgd_nocutout.log

epoch,train_acc,valid_acc,lr
100,0.9994444444444445,0.9362,0.020000000000000004
101,0.9992444444444445,0.933,0.020000000000000004
102,0.9993333333333333,0.936,0.020000000000000004
103,0.9993777777777778,0.9358,0.020000000000000004
104,0.9995555555555555,0.9358,0.020000000000000004
105,0.9994222222222222,0.9334,0.020000000000000004
106,0.9995333333333334,0.9346,0.020000000000000004
107,0.9994666666666666,0.9362,0.020000000000000004
108,0.9997555555555555,0.9346,0.020000000000000004
109,0.9995777777777778,0.9348,0.020000000000000004
110,0.9994888888888889,0.9356,0.020000000000000004
111,0.9994888888888889,0.9336,0.020000000000000004
112,0.9994444444444445,0.9338,0.020000000000000004
113,0.9994444444444445,0.936,0.020000000000000004
114,0.9995333333333334,0.9346,0.020000000000000004
115,0.9996,0.935,0.020000000000000004
116,0.9995333333333334,0.9348,0.020000000000000004
117,0.9995555555555555,0.9338,0.020000000000000004
118,0.9996666666666667,0.9334,0.020000000000000004
119,0.9993333333333333,0.9328,0.020000000000000004
120,0.9997777777777778,0.9348,0.004000000000000001
121,0.9996444444444444,0.9366,0.004000000000000001
122,0.9996444444444444,0.9356,0.004000000000000001
123,0.9996666666666667,0.937,0.004000000000000001
124,0.9998,0.9368,0.004000000000000001
125,0.9996222222222222,0.938,0.004000000000000001
126,0.9996222222222222,0.9364,0.004000000000000001
127,0.9997111111111111,0.9364,0.004000000000000001
128,0.9997777777777778,0.9378,0.004000000000000001
129,0.9998,0.9368,0.004000000000000001
130,0.9996444444444444,0.9368,0.004000000000000001
131,0.9996666666666667,0.9358,0.004000000000000001
132,0.9997333333333334,0.937,0.004000000000000001
133,0.9998222222222222,0.9362,0.004000000000000001
134,0.9996,0.9372,0.004000000000000001
135,0.9996888888888888,0.9376,0.004000000000000001
136,0.9996222222222222,0.9382,0.004000000000000001
137,0.9995777777777778,0.9384,0.004000000000000001
138,0.9997777777777778,0.9382,0.004000000000000001
139,0.9996,0.9386,0.004000000000000001
140,0.9997555555555555,0.9394,0.004000000000000001
141,0.9995333333333334,0.9384,0.004000000000000001
142,0.9997777777777778,0.9386,0.004000000000000001
143,0.9997555555555555,0.9384,0.004000000000000001
144,0.9996666666666667,0.9384,0.004000000000000001
145,0.9997333333333334,0.937,0.004000000000000001
146,0.9997555555555555,0.9388,0.004000000000000001
147,0.9997555555555555,0.9382,0.004000000000000001
148,0.9998222222222222,0.937,0.004000000000000001
149,0.9998,0.9362,0.004000000000000001
150,0.9998666666666667,0.9368,0.004000000000000001
151,0.9997777777777778,0.938,0.004000000000000001
152,0.9998888888888889,0.938,0.004000000000000001
153,0.9997777777777778,0.9382,0.004000000000000001
154,0.9997555555555555,0.939,0.004000000000000001
155,0.9998222222222222,0.9398,0.004000000000000001
156,0.9997555555555555,0.9366,0.004000000000000001
157,0.9998666666666667,0.9388,0.004000000000000001
158,0.9999111111111111,0.9378,0.004000000000000001
159,0.9997555555555555,0.9362,0.004000000000000001
160,0.9997777777777778,0.937,0.0008000000000000003
161,0.9998444444444444,0.938,0.0008000000000000003
162,0.9997333333333334,0.9374,0.0008000000000000003
163,0.9996888888888888,0.9366,0.0008000000000000003
164,0.9997777777777778,0.9372,0.0008000000000000003
165,0.9998666666666667,0.9372,0.0008000000000000003
166,0.9998222222222222,0.9378,0.0008000000000000003
167,0.9996444444444444,0.9374,0.0008000000000000003
168,0.9996888888888888,0.9376,0.0008000000000000003
169,0.9997777777777778,0.9374,0.0008000000000000003
170,0.9997555555555555,0.9378,0.0008000000000000003
171,0.9997777777777778,0.9374,0.0008000000000000003
172,0.9999111111111111,0.9382,0.0008000000000000003
173,0.9998444444444444,0.938,0.0008000000000000003
174,0.9997777777777778,0.9368,0.0008000000000000003
175,0.9998444444444444,0.9384,0.0008000000000000003
176,0.9998444444444444,0.939,0.0008000000000000003
177,0.9998444444444444,0.9384,0.0008000000000000003
178,0.9997777777777778,0.9376,0.0008000000000000003
179,0.9998444444444444,0.9376,0.0008000000000000003
180,0.9999555555555556,0.938,0.0008000000000000003
181,0.9998222222222222,0.9372,0.0008000000000000003
182,0.9997555555555555,0.9376,0.0008000000000000003
183,0.9996888888888888,0.9384,0.0008000000000000003
184,0.9998444444444444,0.9386,0.0008000000000000003
185,0.9998666666666667,0.9384,0.0008000000000000003
186,0.9997555555555555,0.9382,0.0008000000000000003
187,0.9998444444444444,0.9376,0.0008000000000000003
188,0.9998444444444444,0.9384,0.0008000000000000003
189,0.9998,0.9388,0.0008000000000000003
190,0.9998222222222222,0.9404,0.0008000000000000003
191,0.9997777777777778,0.939,0.0008000000000000003
192,0.9997555555555555,0.9392,0.0008000000000000003
193,0.9998,0.9386,0.0008000000000000003
194,0.9998444444444444,0.9376,0.0008000000000000003
195,0.9998,0.938,0.0008000000000000003
196,0.9998444444444444,0.9386,0.0008000000000000003
197,0.9999111111111111,0.9384,0.0008000000000000003
198,0.9998444444444444,0.9382,0.0008000000000000003
199,0.9998666666666667,0.9378,0.0008000000000000003
200,0.9997777777777778,0.9376,0.0008000000000000003
