test_only,False
model_saved,./models_cutout/model_cutout_sgd_no_cutout
optimizer,sgd
log,logs/resnet18_sgd.csv
ckpt,
use_cutout,False
epochs,200
gpu,0

epoch,train_acc,valid_acc,lr
139,0.9996222222222222,0.9388,0.0008000000000000003
140,0.9996888888888888,0.9382,0.0008000000000000003
141,0.9996888888888888,0.9388,0.0008000000000000003
142,0.9997777777777778,0.9386,0.0008000000000000003
143,0.9996888888888888,0.9378,0.0008000000000000003
144,0.9997333333333334,0.9388,0.0008000000000000003
145,0.9997333333333334,0.9388,0.0008000000000000003
146,0.9998,0.9366,0.0008000000000000003
147,0.9996888888888888,0.9372,0.0008000000000000003
148,0.9997555555555555,0.939,0.0008000000000000003
149,0.9997111111111111,0.9378,0.0008000000000000003
150,0.9998,0.938,0.0008000000000000003
151,0.9996444444444444,0.9388,0.0008000000000000003
152,0.9996888888888888,0.9372,0.0008000000000000003
153,0.9998,0.9392,0.0008000000000000003
154,0.9997555555555555,0.9388,0.0008000000000000003
155,0.9996444444444444,0.9384,0.0008000000000000003
156,0.9997333333333334,0.9376,0.0008000000000000003
157,0.9997111111111111,0.9378,0.0008000000000000003
158,0.9998,0.9378,0.0008000000000000003
159,0.9997777777777778,0.9382,0.0008000000000000003
160,0.9997777777777778,0.938,6.400000000000003e-06
161,0.9997111111111111,0.9384,6.400000000000003e-06
162,0.9998444444444444,0.9372,6.400000000000003e-06
163,0.9996222222222222,0.9384,6.400000000000003e-06
164,0.9997111111111111,0.9374,6.400000000000003e-06
165,0.9997111111111111,0.938,6.400000000000003e-06
166,0.9996888888888888,0.9384,6.400000000000003e-06
167,0.9995555555555555,0.9372,6.400000000000003e-06
168,0.9996444444444444,0.9374,6.400000000000003e-06
169,0.9997333333333334,0.9376,6.400000000000003e-06
170,0.9997111111111111,0.9374,6.400000000000003e-06
171,0.9995333333333334,0.9386,6.400000000000003e-06
172,0.9997333333333334,0.937,6.400000000000003e-06
173,0.9998,0.9382,6.400000000000003e-06
174,0.9998444444444444,0.9382,6.400000000000003e-06
175,0.9997333333333334,0.9376,6.400000000000003e-06
176,0.9998444444444444,0.9376,6.400000000000003e-06
177,0.9996888888888888,0.937,6.400000000000003e-06
178,0.9998,0.9368,6.400000000000003e-06
179,0.9996444444444444,0.937,6.400000000000003e-06
180,0.9996444444444444,0.9372,6.400000000000003e-06
181,0.9998222222222222,0.9396,6.400000000000003e-06
182,0.9997555555555555,0.9384,6.400000000000003e-06
183,0.9996888888888888,0.9366,6.400000000000003e-06
184,0.9998444444444444,0.938,6.400000000000003e-06
185,0.9997777777777778,0.9384,6.400000000000003e-06
186,0.9996,0.9374,6.400000000000003e-06
187,0.9995555555555555,0.9362,6.400000000000003e-06
188,0.9996444444444444,0.9372,6.400000000000003e-06
189,0.9997777777777778,0.9386,6.400000000000003e-06
190,0.9997333333333334,0.938,6.400000000000003e-06
191,0.9997111111111111,0.9386,6.400000000000003e-06
192,0.9997111111111111,0.9384,6.400000000000003e-06
193,0.9996444444444444,0.938,6.400000000000003e-06
194,0.9999333333333333,0.9376,6.400000000000003e-06
195,0.9997333333333334,0.9374,6.400000000000003e-06
196,0.9997333333333334,0.937,6.400000000000003e-06
197,0.9997111111111111,0.9368,6.400000000000003e-06
198,0.9996222222222222,0.9366,6.400000000000003e-06
199,0.9996666666666667,0.9392,6.400000000000003e-06
200,0.9998222222222222,0.9372,6.400000000000003e-06
